Weather,Traffic,Vehicle,Area,Category,avg_delivery_time,avg_pickup_delay,percent_late,deliveries
Cloudy,High ,motorcycle ,Metropolitian ,Apparel,147.94117647058823,11.470588235294118,23.52941176470588,17
Cloudy,High ,motorcycle ,Metropolitian ,Books,144.47368421052633,8.157894736842104,5.263157894736842,19
Cloudy,High ,motorcycle ,Metropolitian ,Clothing,148.5,10.0,10.0,10
Cloudy,High ,motorcycle ,Metropolitian ,Cosmetics,144.3181818181818,10.909090909090908,4.545454545454546,22
Cloudy,High ,motorcycle ,Metropolitian ,Electronics,136.66666666666666,8.333333333333334,0.0,18
Cloudy,High ,motorcycle ,Metropolitian ,Grocery,29.875,7.5,0.0,16
Cloudy,High ,motorcycle ,Metropolitian ,Home,134.11764705882354,11.176470588235293,0.0,17
Cloudy,High ,motorcycle ,Metropolitian ,Jewelry,144.54545454545453,10.454545454545455,4.545454545454546,22
Cloudy,High ,motorcycle ,Metropolitian ,Kitchen,145.3125,9.375,12.5,16
Cloudy,High ,motorcycle ,Metropolitian ,Outdoors,144.0,9.666666666666666,13.333333333333334,15
Cloudy,High ,motorcycle ,Metropolitian ,Pet Supplies,135.2,9.4,4.0,25
Cloudy,High ,motorcycle ,Metropolitian ,Shoes,153.33333333333334,9.722222222222221,22.22222222222222,18
Cloudy,High ,motorcycle ,Metropolitian ,Skincare,141.20689655172413,10.172413793103448,6.896551724137931,29
Cloudy,High ,motorcycle ,Metropolitian ,Snacks,145.2173913043478,10.869565217391305,0.0,23
Cloudy,High ,motorcycle ,Metropolitian ,Sports,141.13636363636363,9.318181818181818,4.545454545454546,22
Cloudy,High ,motorcycle ,Metropolitian ,Toys,139.16666666666666,8.88888888888889,5.555555555555555,18
Cloudy,High ,motorcycle ,Other,Books,160.0,10.0,0.0,1
Cloudy,High ,motorcycle ,Other,Cosmetics,165.0,15.0,0.0,1
Cloudy,High ,motorcycle ,Other,Home,125.0,10.0,0.0,1
Cloudy,High ,motorcycle ,Other,Kitchen,165.0,15.0,0.0,1
Cloudy,High ,motorcycle ,Other,Sports,163.33333333333334,8.333333333333334,33.33333333333333,3
Cloudy,High ,motorcycle ,Urban ,Apparel,130.0,15.0,0.0,1
Cloudy,High ,motorcycle ,Urban ,Books,125.0,15.0,0.0,1
Cloudy,High ,motorcycle ,Urban ,Clothing,165.0,10.0,0.0,1
Cloudy,High ,motorcycle ,Urban ,Cosmetics,138.125,10.0,0.0,8
Cloudy,High ,motorcycle ,Urban ,Electronics,137.5,12.5,0.0,2
Cloudy,High ,motorcycle ,Urban ,Grocery,33.0,15.0,0.0,1
Cloudy,High ,motorcycle ,Urban ,Home,146.0,11.0,0.0,5
Cloudy,High ,motorcycle ,Urban ,Jewelry,130.0,13.333333333333334,0.0,3
Cloudy,High ,motorcycle ,Urban ,Kitchen,140.0,7.5,0.0,6
Cloudy,High ,motorcycle ,Urban ,Outdoors,137.0,13.0,20.0,5
Cloudy,High ,motorcycle ,Urban ,Pet Supplies,135.0,9.166666666666666,16.666666666666664,6
Cloudy,High ,motorcycle ,Urban ,Shoes,145.0,12.5,0.0,2
Cloudy,High ,motorcycle ,Urban ,Skincare,151.0,12.0,20.0,5
Cloudy,High ,motorcycle ,Urban ,Snacks,136.25,15.0,0.0,4
Cloudy,High ,motorcycle ,Urban ,Sports,135.0,12.0,0.0,5
Cloudy,High ,motorcycle ,Urban ,Toys,123.33333333333333,8.333333333333334,0.0,3
Cloudy,High ,scooter ,Metropolitian ,Apparel,149.64285714285714,11.071428571428571,21.428571428571427,14
Cloudy,High ,scooter ,Metropolitian ,Books,152.14285714285714,10.714285714285714,21.428571428571427,14
Cloudy,High ,scooter ,Metropolitian ,Clothing,150.45454545454547,10.0,9.090909090909092,11
Cloudy,High ,scooter ,Metropolitian ,Cosmetics,145.45454545454547,10.0,0.0,11
Cloudy,High ,scooter ,Metropolitian ,Electronics,153.75,10.625,12.5,8
Cloudy,High ,scooter ,Metropolitian ,Grocery,30.357142857142858,9.285714285714286,0.0,14
Cloudy,High ,scooter ,Metropolitian ,Home,150.33333333333334,10.666666666666666,13.333333333333334,15
Cloudy,High ,scooter ,Metropolitian ,Jewelry,147.91666666666666,8.75,16.666666666666664,12
Cloudy,High ,scooter ,Metropolitian ,Kitchen,137.5,10.0,8.333333333333332,12
Cloudy,High ,scooter ,Metropolitian ,Outdoors,145.9090909090909,12.727272727272727,18.181818181818183,11
Cloudy,High ,scooter ,Metropolitian ,Pet Supplies,148.84615384615384,10.0,0.0,13
Cloudy,High ,scooter ,Metropolitian ,Shoes,145.71428571428572,8.571428571428571,14.285714285714285,7
Cloudy,High ,scooter ,Metropolitian ,Skincare,155.0,12.222222222222221,22.22222222222222,9
Cloudy,High ,scooter ,Metropolitian ,Snacks,151.66666666666666,7.083333333333333,8.333333333333332,12
Cloudy,High ,scooter ,Metropolitian ,Sports,158.75,9.166666666666666,16.666666666666664,12
Cloudy,High ,scooter ,Metropolitian ,Toys,141.25,10.833333333333334,8.333333333333332,12
Cloudy,High ,scooter ,Other,Kitchen,110.0,15.0,0.0,1
Cloudy,High ,scooter ,Other,Outdoors,162.5,12.5,50.0,2
Cloudy,High ,scooter ,Urban ,Apparel,142.0,8.0,20.0,5
Cloudy,High ,scooter ,Urban ,Books,155.0,13.333333333333334,33.33333333333333,3
Cloudy,High ,scooter ,Urban ,Clothing,147.5,15.0,0.0,2
Cloudy,High ,scooter ,Urban ,Cosmetics,152.5,10.0,0.0,2
Cloudy,High ,scooter ,Urban ,Electronics,162.5,10.0,50.0,2
Cloudy,High ,scooter ,Urban ,Grocery,24.0,5.0,0.0,1
Cloudy,High ,scooter ,Urban ,Home,172.5,12.5,50.0,2
Cloudy,High ,scooter ,Urban ,Jewelry,120.0,12.5,0.0,2
Cloudy,High ,scooter ,Urban ,Kitchen,140.0,12.5,0.0,2
Cloudy,High ,scooter ,Urban ,Outdoors,153.33333333333334,13.333333333333334,33.33333333333333,3
Cloudy,High ,scooter ,Urban ,Pet Supplies,127.5,7.5,0.0,4
Cloudy,High ,scooter ,Urban ,Shoes,125.0,5.0,0.0,1
Cloudy,High ,scooter ,Urban ,Skincare,142.5,10.0,0.0,2
Cloudy,High ,scooter ,Urban ,Snacks,156.25,10.0,12.5,8
Cloudy,High ,scooter ,Urban ,Sports,121.25,15.0,0.0,4
Cloudy,High ,scooter ,Urban ,Toys,165.0,15.0,0.0,1
Cloudy,High ,van,Metropolitian ,Apparel,133.33333333333334,11.666666666666666,0.0,3
Cloudy,High ,van,Metropolitian ,Books,140.0,10.0,0.0,5
Cloudy,High ,van,Metropolitian ,Clothing,195.0,15.0,100.0,1
Cloudy,High ,van,Metropolitian ,Cosmetics,178.33333333333334,8.333333333333334,66.66666666666666,3
Cloudy,High ,van,Metropolitian ,Electronics,120.0,12.5,0.0,2
Cloudy,High ,van,Metropolitian ,Grocery,36.0,5.0,0.0,1
Cloudy,High ,van,Metropolitian ,Home,135.0,11.666666666666666,0.0,3
Cloudy,High ,van,Metropolitian ,Jewelry,182.5,5.0,50.0,2
Cloudy,High ,van,Metropolitian ,Kitchen,120.0,15.0,0.0,1
Cloudy,High ,van,Metropolitian ,Outdoors,115.0,5.0,0.0,1
Cloudy,High ,van,Metropolitian ,Pet Supplies,175.0,15.0,0.0,1
Cloudy,High ,van,Metropolitian ,Shoes,130.0,10.0,0.0,3
Cloudy,High ,van,Metropolitian ,Skincare,157.0,8.0,0.0,5
Cloudy,High ,van,Metropolitian ,Snacks,145.0,10.0,0.0,4
Cloudy,High ,van,Metropolitian ,Sports,165.83333333333334,7.5,33.33333333333333,6
Cloudy,High ,van,Metropolitian ,Toys,165.0,5.0,0.0,1
Cloudy,High ,van,Other,Home,150.0,10.0,50.0,2
Cloudy,High ,van,Urban ,Apparel,180.0,15.0,100.0,1
Cloudy,High ,van,Urban ,Clothing,130.0,10.0,0.0,1
Cloudy,High ,van,Urban ,Cosmetics,180.0,10.0,100.0,1
Cloudy,High ,van,Urban ,Home,115.0,15.0,0.0,1
Cloudy,High ,van,Urban ,Outdoors,160.0,15.0,0.0,1
Cloudy,High ,van,Urban ,Pet Supplies,140.0,15.0,0.0,1
Cloudy,High ,van,Urban ,Skincare,122.5,7.5,0.0,2
Cloudy,Jam ,motorcycle ,Metropolitian ,Apparel,177.63513513513513,9.864864864864865,47.2972972972973,74
Cloudy,Jam ,motorcycle ,Metropolitian ,Books,189.79166666666666,11.041666666666666,61.111111111111114,72
Cloudy,Jam ,motorcycle ,Metropolitian ,Clothing,193.3846153846154,10.615384615384615,66.15384615384615,65
Cloudy,Jam ,motorcycle ,Metropolitian ,Cosmetics,186.2037037037037,9.814814814814815,62.96296296296296,54
Cloudy,Jam ,motorcycle ,Metropolitian ,Electronics,179.609375,9.921875,56.25,64
Cloudy,Jam ,motorcycle ,Metropolitian ,Grocery,37.38028169014085,10.633802816901408,0.0,71
Cloudy,Jam ,motorcycle ,Metropolitian ,Home,189.47916666666666,9.0625,62.5,48
Cloudy,Jam ,motorcycle ,Metropolitian ,Jewelry,180.56338028169014,9.929577464788732,50.70422535211267,71
Cloudy,Jam ,motorcycle ,Metropolitian ,Kitchen,191.32075471698113,9.716981132075471,60.37735849056604,53
Cloudy,Jam ,motorcycle ,Metropolitian ,Outdoors,188.78571428571428,10.928571428571429,65.71428571428571,70
Cloudy,Jam ,motorcycle ,Metropolitian ,Pet Supplies,189.375,10.267857142857142,58.92857142857143,56
Cloudy,Jam ,motorcycle ,Metropolitian ,Shoes,184.50819672131146,9.672131147540984,57.377049180327866,61
Cloudy,Jam ,motorcycle ,Metropolitian ,Skincare,181.9387755102041,10.306122448979592,55.10204081632652,49
Cloudy,Jam ,motorcycle ,Metropolitian ,Snacks,182.56410256410257,10.76923076923077,55.12820512820513,78
Cloudy,Jam ,motorcycle ,Metropolitian ,Sports,178.93939393939394,10.833333333333334,51.515151515151516,66
Cloudy,Jam ,motorcycle ,Metropolitian ,Toys,176.56716417910448,9.402985074626866,49.25373134328358,67
Cloudy,Jam ,motorcycle ,Other,Apparel,180.0,7.5,50.0,2
Cloudy,Jam ,motorcycle ,Other,Clothing,155.0,7.5,0.0,2
Cloudy,Jam ,motorcycle ,Other,Jewelry,115.0,12.5,0.0,2
Cloudy,Jam ,motorcycle ,Other,Shoes,135.0,10.0,0.0,1
Cloudy,Jam ,motorcycle ,Other,Skincare,148.75,12.5,0.0,4
Cloudy,Jam ,motorcycle ,Other,Snacks,105.0,5.0,0.0,1
Cloudy,Jam ,motorcycle ,Other,Toys,130.0,5.0,0.0,1
Cloudy,Jam ,motorcycle ,Semi-Urban ,Apparel,241.66666666666666,8.333333333333334,100.0,3
Cloudy,Jam ,motorcycle ,Semi-Urban ,Books,255.0,10.0,100.0,2
Cloudy,Jam ,motorcycle ,Semi-Urban ,Clothing,248.33333333333334,8.333333333333334,100.0,3
Cloudy,Jam ,motorcycle ,Semi-Urban ,Electronics,250.0,10.0,100.0,4
Cloudy,Jam ,motorcycle ,Semi-Urban ,Grocery,48.0,10.0,0.0,2
Cloudy,Jam ,motorcycle ,Semi-Urban ,Home,245.0,10.0,100.0,2
Cloudy,Jam ,motorcycle ,Semi-Urban ,Jewelry,245.0,10.0,100.0,1
Cloudy,Jam ,motorcycle ,Semi-Urban ,Outdoors,235.0,5.0,100.0,1
Cloudy,Jam ,motorcycle ,Semi-Urban ,Pet Supplies,235.0,15.0,100.0,1
Cloudy,Jam ,motorcycle ,Semi-Urban ,Skincare,248.75,13.75,100.0,4
Cloudy,Jam ,motorcycle ,Semi-Urban ,Snacks,240.0,7.5,100.0,2
Cloudy,Jam ,motorcycle ,Semi-Urban ,Sports,268.3333333333333,11.666666666666666,100.0,3
Cloudy,Jam ,motorcycle ,Semi-Urban ,Toys,236.25,7.5,100.0,4
Cloudy,Jam ,motorcycle ,Urban ,Apparel,210.0,12.0,100.0,5
Cloudy,Jam ,motorcycle ,Urban ,Books,164.44444444444446,11.666666666666666,33.33333333333333,9
Cloudy,Jam ,motorcycle ,Urban ,Clothing,175.76923076923077,10.384615384615385,61.53846153846154,13
Cloudy,Jam ,motorcycle ,Urban ,Cosmetics,162.77777777777777,10.555555555555555,33.33333333333333,9
Cloudy,Jam ,motorcycle ,Urban ,Electronics,176.66666666666666,10.0,41.66666666666667,12
Cloudy,Jam ,motorcycle ,Urban ,Grocery,33.2,10.5,0.0,10
Cloudy,Jam ,motorcycle ,Urban ,Home,198.0,8.5,70.0,10
Cloudy,Jam ,motorcycle ,Urban ,Jewelry,186.5,11.5,70.0,10
Cloudy,Jam ,motorcycle ,Urban ,Kitchen,171.8181818181818,10.909090909090908,36.36363636363637,11
Cloudy,Jam ,motorcycle ,Urban ,Outdoors,175.83333333333334,8.75,50.0,12
Cloudy,Jam ,motorcycle ,Urban ,Pet Supplies,187.0,11.5,40.0,10
Cloudy,Jam ,motorcycle ,Urban ,Shoes,168.33333333333334,11.11111111111111,44.44444444444444,9
Cloudy,Jam ,motorcycle ,Urban ,Skincare,174.16666666666666,10.416666666666666,50.0,12
Cloudy,Jam ,motorcycle ,Urban ,Snacks,185.45454545454547,10.909090909090908,54.54545454545454,11
Cloudy,Jam ,motorcycle ,Urban ,Sports,169.28571428571428,11.071428571428571,35.714285714285715,14
Cloudy,Jam ,motorcycle ,Urban ,Toys,187.14285714285714,8.571428571428571,57.14285714285714,14
Cloudy,Jam ,scooter ,Metropolitian ,Apparel,171.31578947368422,10.394736842105264,36.84210526315789,38
Cloudy,Jam ,scooter ,Metropolitian ,Books,183.63636363636363,9.848484848484848,57.57575757575758,33
Cloudy,Jam ,scooter ,Metropolitian ,Clothing,189.35897435897436,10.384615384615385,61.53846153846154,39
Cloudy,Jam ,scooter ,Metropolitian ,Cosmetics,173.8095238095238,10.476190476190476,52.38095238095239,42
Cloudy,Jam ,scooter ,Metropolitian ,Electronics,182.09677419354838,10.806451612903226,51.61290322580645,31
Cloudy,Jam ,scooter ,Metropolitian ,Grocery,35.407407407407405,10.37037037037037,0.0,27
Cloudy,Jam ,scooter ,Metropolitian ,Home,184.84375,8.59375,53.125,32
Cloudy,Jam ,scooter ,Metropolitian ,Jewelry,188.1578947368421,9.605263157894736,71.05263157894737,38
Cloudy,Jam ,scooter ,Metropolitian ,Kitchen,177.69230769230768,9.487179487179487,56.41025641025641,39
Cloudy,Jam ,scooter ,Metropolitian ,Outdoors,179.3939393939394,10.606060606060606,57.57575757575758,33
Cloudy,Jam ,scooter ,Metropolitian ,Pet Supplies,179.4318181818182,10.454545454545455,43.18181818181818,44
Cloudy,Jam ,scooter ,Metropolitian ,Shoes,181.09756097560975,8.658536585365853,60.97560975609756,41
Cloudy,Jam ,scooter ,Metropolitian ,Skincare,186.25,9.86111111111111,55.55555555555556,36
Cloudy,Jam ,scooter ,Metropolitian ,Snacks,183.08823529411765,10.735294117647058,50.0,34
Cloudy,Jam ,scooter ,Metropolitian ,Sports,186.14285714285714,8.428571428571429,68.57142857142857,35
Cloudy,Jam ,scooter ,Metropolitian ,Toys,180.45454545454547,11.06060606060606,60.60606060606061,33
Cloudy,Jam ,scooter ,Other,Apparel,240.0,5.0,100.0,1
Cloudy,Jam ,scooter ,Other,Books,175.0,10.0,0.0,1
Cloudy,Jam ,scooter ,Other,Cosmetics,161.66666666666666,15.0,0.0,3
Cloudy,Jam ,scooter ,Other,Electronics,130.0,15.0,0.0,1
Cloudy,Jam ,scooter ,Other,Home,195.0,15.0,100.0,1
Cloudy,Jam ,scooter ,Other,Jewelry,170.0,15.0,0.0,1
Cloudy,Jam ,scooter ,Other,Kitchen,152.5,12.5,50.0,2
Cloudy,Jam ,scooter ,Other,Shoes,180.0,15.0,100.0,1
Cloudy,Jam ,scooter ,Other,Skincare,180.0,10.0,100.0,1
Cloudy,Jam ,scooter ,Other,Snacks,185.0,10.0,100.0,1
Cloudy,Jam ,scooter ,Other,Sports,195.0,10.0,100.0,1
Cloudy,Jam ,scooter ,Other,Toys,135.0,15.0,0.0,2
Cloudy,Jam ,scooter ,Semi-Urban ,Jewelry,235.0,15.0,100.0,1
Cloudy,Jam ,scooter ,Semi-Urban ,Kitchen,240.0,10.0,100.0,1
Cloudy,Jam ,scooter ,Urban ,Apparel,196.0,9.0,60.0,5
Cloudy,Jam ,scooter ,Urban ,Books,168.33333333333334,10.833333333333334,50.0,6
Cloudy,Jam ,scooter ,Urban ,Clothing,187.5,10.625,62.5,8
Cloudy,Jam ,scooter ,Urban ,Cosmetics,193.75,8.75,75.0,4
Cloudy,Jam ,scooter ,Urban ,Electronics,160.625,11.25,37.5,8
Cloudy,Jam ,scooter ,Urban ,Grocery,41.333333333333336,6.666666666666667,0.0,3
Cloudy,Jam ,scooter ,Urban ,Home,156.0,11.0,20.0,5
Cloudy,Jam ,scooter ,Urban ,Jewelry,153.0,11.0,20.0,5
Cloudy,Jam ,scooter ,Urban ,Kitchen,193.33333333333334,10.0,66.66666666666666,3
Cloudy,Jam ,scooter ,Urban ,Outdoors,188.75,9.375,62.5,8
Cloudy,Jam ,scooter ,Urban ,Pet Supplies,176.0,9.0,60.0,5
